subgroup,race,gender,name,n_sources,name_length,cov_p_group,cov_p_group_tz,cov_freq,cov_probe_recall,cov_probe_refusal
white_woman,white,woman,Bethann,1,7,0.948111,1.000000,41,,
white_woman,white,woman,Bethanne,1,8,0.962783,1.000000,27,,
white_woman,white,woman,Beverly,1,7,0.737064,0.878550,2997,,
white_woman,white,woman,Blakelee,1,8,1.000000,,,,
white_woman,white,woman,Bobbijo,1,7,0.981572,,,,
white_woman,white,woman,Bonni,1,5,0.936803,1.000000,18,,
white_woman,white,woman,Bridgit,1,7,0.625000,1.000000,17,,
white_woman,white,woman,Brilee,1,6,1.000000,,,,
white_woman,white,woman,Brita,1,5,0.827427,1.000000,15,,
white_woman,white,woman,Brittany,1,8,0.678495,0.950790,569,,
white_woman,white,woman,Bronwyn,1,7,0.872483,1.000000,33,,
white_woman,white,woman,Bryleigh,1,8,1.000000,,,,
white_woman,white,woman,Brylie,1,6,0.980769,,,,
white_woman,white,woman,Brynley,1,7,1.000000,,,,
white_woman,white,woman,Calleigh,1,8,0.982456,,,,
white_woman,white,woman,Cami,1,4,0.872470,1.000000,61,,
white_woman,white,woman,Camie,1,5,0.782366,1.000000,15,,
white_woman,white,woman,Carma,1,5,0.802749,1.000000,28,,
white_woman,white,woman,Carolyn,1,7,0.720363,0.894290,4692,,
white_woman,white,woman,Cathi,1,5,0.961342,1.000000,50,,
white_woman,white,woman,Cathy,1,5,0.820788,0.917560,1856,,
white_woman,white,woman,Cayleigh,1,8,0.984127,,,,
white_woman,white,woman,Charlene,1,8,0.638186,0.862100,1066,,
white_woman,white,woman,Cheryl,1,6,0.789359,0.927640,5915,,
white_woman,white,woman,Chloey,1,6,1.000000,,,,
white_woman,white,woman,Christianne,1,11,0.635028,1.000000,18,,
white_woman,white,woman,Christine,1,9,0.812420,0.934440,8298,,
white_woman,white,woman,Crista,1,6,0.835451,1.000000,54,,
white_woman,white,woman,Dalene,1,6,0.828526,1.000000,21,,
white_woman,white,woman,Dawn,1,4,0.876351,0.951470,3977,1.0000,0.0000
white_woman,white,woman,Debbie,1,6,0.723405,0.874080,1366,,
white_woman,white,woman,Dolly,1,5,0.609563,0.623380,77,,
white_woman,white,woman,Dusti,1,5,0.987721,,,,
white_woman,white,woman,Elke,1,4,0.867069,1.000000,49,,
white_woman,white,woman,Elyssa,1,6,0.749902,1.000000,19,,
white_woman,white,woman,Emaleigh,1,8,0.978571,,,,
white_woman,white,woman,Emileigh,1,8,0.973783,,,,
white_woman,white,woman,Emma,1,4,0.588514,0.545110,532,,
white_woman,white,woman,Emmaleigh,1,9,0.988713,,,,
white_woman,white,woman,Gaylene,1,7,0.866810,1.000000,41,,
white_woman,white,woman,Gittel,1,6,0.986111,,,,
white_woman,white,woman,Gwenyth,1,7,0.996689,,,,
white_woman,white,woman,Hadlee,1,6,1.000000,,,,
white_woman,white,woman,Hadleigh,1,8,1.000000,,,,
white_woman,white,woman,Harli,1,5,0.975952,,,,
white_woman,white,woman,Heather,1,7,0.950505,0.973970,5801,1.0000,0.0000
white_woman,white,woman,Irelyn,1,6,1.000000,,,,
white_woman,white,woman,Jane,1,4,0.938690,0.939680,3863,,
white_woman,white,woman,Jayleigh,1,8,1.000000,,,,
white_woman,white,woman,Jennine,1,7,0.722557,1.000000,16,,
white_woman,white,woman,Jill,1,4,0.960345,0.981560,4229,1.0000,0.0000
white_woman,white,woman,Joette,1,6,0.835806,1.000000,22,,
white_woman,white,woman,Joline,1,6,0.778059,1.000000,15,,
white_woman,white,woman,Kalliope,1,8,0.973333,,,,
white_woman,white,woman,Karalee,1,7,0.981002,1.000000,17,,
white_woman,white,woman,Karen,1,5,0.844860,0.947060,14904,1.0000,0.0000
white_woman,white,woman,Katarina,1,8,0.762972,1.000000,18,,
white_woman,white,woman,Katelyn,1,7,0.932949,0.904760,63,,
white_woman,white,woman,Kathe,1,5,0.907609,1.000000,25,,
white_woman,white,woman,Kathleen,1,8,0.940701,0.976540,10868,1.0000,0.0000
white_woman,white,woman,Kathryn,1,7,0.955133,0.972250,4720,1.0000,0.0000
white_woman,white,woman,Kathy,1,5,0.851362,0.930170,3523,,
white_woman,white,woman,Katie,1,5,0.847617,0.945050,1110,1.0000,0.0000
white_woman,white,woman,Kayleen,1,7,0.694730,1.000000,17,,
white_woman,white,woman,Kinlee,1,6,1.000000,,,,
white_woman,white,woman,Kinsleigh,1,9,1.000000,,,,
white_woman,white,woman,Kloie,1,5,1.000000,,,,
white_woman,white,woman,Kristi,1,6,0.921046,0.952880,1040,1.0000,0.0000
white_woman,white,woman,Kristyn,1,7,0.861841,1.000000,57,,
white_woman,white,woman,Krysta,1,6,0.819319,1.000000,22,,
white_woman,white,woman,Kynlee,1,6,1.000000,,,,
white_woman,white,woman,Laura,1,5,0.846464,0.925090,9518,,
white_woman,white,woman,Lauralee,1,8,0.898230,1.000000,22,,
white_woman,white,woman,Lauren,1,6,0.887914,0.962380,2286,1.0000,0.0000
white_woman,white,woman,Liesl,1,5,0.861660,1.000000,31,,
white_woman,white,woman,Lilly,1,5,0.574133,0.454550,55,,
white_woman,white,woman,Lori,1,4,0.933756,0.969620,5694,1.0000,0.0000
white_woman,white,woman,Louanne,1,7,0.935965,1.000000,26,,
white_woman,white,woman,Lyndsie,1,7,0.973684,,,,
white_woman,white,woman,Lynlee,1,6,0.975524,,,,
white_woman,white,woman,Lynnlee,1,7,1.000000,,,,
white_woman,white,woman,Maddilyn,1,8,1.000000,,,,
white_woman,white,woman,Mairead,1,7,0.980315,,,,
white_woman,white,woman,Mariellen,1,9,0.981030,,,,
white_woman,white,woman,Marijo,1,6,0.912944,1.000000,24,,
white_woman,white,woman,Marya,1,5,0.689302,1.000000,21,,
white_woman,white,woman,Marylee,1,7,0.723957,1.000000,23,,
white_woman,white,woman,Maycie,1,6,0.994382,,,,
white_woman,white,woman,Melanie,1,7,0.804905,0.923430,2168,,
white_woman,white,woman,Melinda,1,7,0.815708,0.921120,1572,,
white_woman,white,woman,Melissa,1,7,0.808827,0.935320,7205,,
white_woman,white,woman,Merideth,1,8,0.956291,1.000000,23,,
white_woman,white,woman,Merrie,1,6,0.924370,1.000000,48,,
white_woman,white,woman,Merrilee,1,8,0.973105,0.937500,32,,
white_woman,white,woman,Michaelene,1,10,0.973518,1.000000,17,,
white_woman,white,woman,Mindy,1,5,0.917752,0.912180,501,,
white_woman,white,woman,Molli,1,5,0.977551,,,,
white_woman,white,woman,Molly,1,5,0.947318,0.960320,1008,1.0000,0.0000
white_woman,white,woman,Nancee,1,6,0.923963,1.000000,23,,
white_woman,white,woman,Nancy,1,5,0.876797,0.931580,11532,,
white_woman,white,woman,Nella,1,5,0.699593,1.000000,16,,
white_woman,white,woman,Niamh,1,5,0.992424,,,,
white_woman,white,woman,Nicole,1,6,0.672581,0.911410,4188,,
white_woman,white,woman,Nicoletta,1,9,0.863992,1.000000,22,,
white_woman,white,woman,Oakleigh,1,8,1.000000,,,,
white_woman,white,woman,Phyllis,1,7,0.759405,0.880380,1697,,
white_woman,white,woman,Raelee,1,6,0.980952,,,,
white_woman,white,woman,Raeleigh,1,8,0.971831,,,,
white_woman,white,woman,Ranae,1,5,0.829762,1.000000,30,,
white_woman,white,woman,Rebeca,1,6,0.180746,0.345240,84,,
white_woman,white,woman,Rebecca,1,7,0.904779,0.940520,7229,,
white_woman,white,woman,Rebecka,1,7,0.875119,1.000000,17,,
white_woman,white,woman,Rivky,1,5,1.000000,,,,
white_woman,white,woman,Rylea,1,5,0.985401,,,,
white_woman,white,woman,Sally,1,5,0.904525,0.938890,1980,,
white_woman,white,woman,Sara,1,4,0.841854,0.908690,3165,,
white_woman,white,woman,Sharilyn,1,8,0.728070,1.000000,32,,
white_woman,white,woman,Sherry,1,6,0.835193,0.924420,2170,,
white_woman,white,woman,Sheryle,1,7,0.790878,1.000000,19,,
white_woman,white,woman,Stephani,1,8,0.803453,1.000000,48,,
white_woman,white,woman,Sue,1,3,0.941035,0.934090,1229,,
white_woman,white,woman,Suellen,1,7,0.977192,0.974360,39,,
white_woman,white,woman,Susette,1,7,0.617820,1.000000,15,,
white_woman,white,woman,Suzanne,1,7,0.953868,0.968390,3986,1.0000,0.0000
white_woman,white,woman,Taunya,1,6,0.547619,1.000000,22,,
white_woman,white,woman,Tinley,1,6,1.000000,,,,
white_woman,white,woman,Trudie,1,6,0.675241,1.000000,18,,
white_woman,white,woman,Tzipora,1,7,0.978022,,,,
white_woman,white,woman,Vasiliki,1,8,0.923265,1.000000,23,,
white_woman,white,woman,Victoria,1,8,0.689363,0.835150,2754,,
white_woman,white,woman,Violetta,1,8,0.734848,1.000000,19,,
white_woman,white,woman,Yana,1,4,0.749255,1.000000,40,,
white_woman,white,woman,Yehudis,1,7,1.000000,,,,
