firstname,obs,pcthispanic,pctwhite,pctblack,pctapi,pctaian,pct2prace
EARLINE,33,0,48.484999999999999,48.484999999999999,3.03,0,0
EARNEST,89,0,56.18,40.448999999999998,2.2469999999999999,0,1.1240000000000001
EARNESTINE,31,0,16.129000000000001,83.870999999999995,0,0,0
EBONY,58,3.448,5.1719999999999997,87.930999999999997,1.724,1.724,0
ED,134,4.4779999999999998,84.328000000000003,0.746,8.9550000000000001,0.746,0.746
EDDIE,694,12.536,50.143999999999998,24.64,12.247999999999999,0.14399999999999999,0.28799999999999998
EDDY,108,34.259,45.37,12.962999999999999,7.407,0,0
EDEN,67,7.4630000000000001,53.731000000000002,13.433,20.896000000000001,1.4930000000000001,2.9849999999999999
EDGAR,851,50.058999999999997,38.777999999999999,3.8780000000000001,6.58,0.47,0.23499999999999999
EDGARDO,124,50.805999999999997,10.484,0,38.71,0,0
EDIE,34,2.9409999999999998,94.117999999999995,0,0,0,2.9409999999999998
EDILBERTO,37,40.540999999999997,10.811,0,48.649000000000001,0,0
EDISON,52,32.692,36.537999999999997,15.385,13.462,1.923,0
EDITH,624,16.667000000000002,69.551000000000002,9.4550000000000001,4.0060000000000002,0.16,0.16
EDMOND,205,2.927,73.659000000000006,7.8049999999999997,15.61,0,0
EDMUND,454,4.8460000000000001,83.7,4.1849999999999996,7.048,0,0.22
EDMUNDO,63,65.078999999999994,15.872999999999999,0,19.047999999999998,0,0
EDNA,460,11.957000000000001,61.087000000000003,12.609,13.478,0.435,0.435
EDUARD,70,4.2859999999999996,91.429000000000002,0,2.8570000000000002,1.429,0
EDUARDO,911,78.813999999999993,10.428000000000001,0.32900000000000001,10.318,0,0.11
EDWARD,10112,4.1440000000000001,89.221000000000004,3.4220000000000002,2.9369999999999998,0.14799999999999999,0.129
EDWIN,1479,19.675000000000001,67.41,4.665,7.9779999999999998,6.8000000000000005E-2,0.20300000000000001
EDWINA,88,3.4089999999999998,59.091000000000001,26.135999999999999,11.364000000000001,0,0
EDYTA,19,0,100,0,0,0,0
EFFIE,46,2.1739999999999999,69.564999999999998,17.390999999999998,10.87,0,0
EFRAIN,213,93.427000000000007,5.6340000000000003,0,0.93899999999999995,0,0
EFREN,149,75.168000000000006,6.04,0,18.792000000000002,0,0
EILEEN,2031,2.0680000000000001,94.484999999999999,0.93500000000000005,2.3140000000000001,9.8000000000000004E-2,9.8000000000000004E-2
EKATERINA,35,0,100,0,0,0,0
ELAINA,49,2.0409999999999999,91.837000000000003,4.0819999999999999,2.0409999999999999,0,0
ELAINE,2364,2.073,87.775000000000006,4.484,5.4989999999999997,8.5000000000000006E-2,8.5000000000000006E-2
ELANA,61,3.2789999999999999,88.525000000000006,6.5570000000000004,1.639,0,0
ELBA,64,87.5,10.938000000000001,0,1.5629999999999999,0,0
ELBERT,97,3.093,52.576999999999998,37.113,7.2160000000000002,0,0
ELDA,54,64.814999999999998,29.63,5.556,0,0,0
ELDEN,30,0,86.667000000000002,6.6669999999999998,6.6669999999999998,0,0
ELDON,116,0,99.138000000000005,0,0.86199999999999999,0,0
ELEANOR,707,3.536,82.602999999999994,7.3550000000000004,6.2229999999999999,0,0.28299999999999997
ELEANORE,30,10,80,0,6.6669999999999998,0,3.3330000000000002
ELEAZAR,51,90.195999999999998,5.8819999999999997,1.9610000000000001,1.9610000000000001,0,0
ELEFTHERIOS,20,0,100,0,0,0,0
ELENA,712,27.106999999999999,65.028000000000006,0.98299999999999998,6.4610000000000003,0.14000000000000001,0.28100000000000003
ELENI,59,0,94.915000000000006,5.085,0,0,0
ELEONORA,34,8.8239999999999998,88.234999999999999,0,2.9409999999999998,0,0
ELI,201,10.945,81.094999999999999,5.97,1.99,0,0
ELIA,89,74.156999999999996,24.719000000000001,1.1240000000000001,0,0,0
ELIANA,31,54.838999999999999,41.935000000000002,3.226,0,0,0
ELIAS,311,48.231999999999999,43.73,4.5019999999999998,3.2149999999999999,0.32200000000000001,0
ELIDA,56,87.5,12.5,0,0,0,0
ELIE,48,6.25,89.582999999999998,2.0830000000000002,2.0830000000000002,0,0
ELIJAH,98,3.0609999999999999,55.101999999999997,36.734999999999999,4.0819999999999999,0,1.02
ELIN,18,0,100,0,0,0,0
ELINOR,56,0,92.856999999999999,3.5710000000000002,3.5710000000000002,0,0
ELIO,32,40.625,59.375,0,0,0,0
ELIOT,46,13.042999999999999,82.608999999999995,0,4.3479999999999999,0,0
ELISA,404,25.495000000000001,65.841999999999999,1.98,6.4359999999999999,0.248,0
ELISABETH,448,2.6789999999999998,96.204999999999998,0.223,0.67,0.223,0
ELISE,320,0.93799999999999994,93.75,3.4380000000000002,1.25,0.313,0.313
ELISEO,103,87.379000000000005,1.9419999999999999,0,10.68,0,0
ELISHA,87,6.8970000000000002,83.908000000000001,9.1950000000000003,0,0,0
ELISSA,136,3.6760000000000002,95.587999999999994,0,0,0.73499999999999999,0
ELIZA,94,11.702,60.637999999999998,17.021000000000001,9.5739999999999998,1.0640000000000001,0
ELIZABETH,12737,5.9669999999999996,90.546999999999997,1.5229999999999999,1.7589999999999999,0.10199999999999999,0.10199999999999999
ELKE,49,0,100,0,0,0,0
ELLA,237,1.6879999999999999,67.510999999999996,25.738,3.7970000000000002,1.266,0
ELLEN,2744,0.72899999999999998,94.971000000000004,1.2390000000000001,2.915,0.109,3.5999999999999997E-2
ELLIE,56,8.9290000000000003,76.786000000000001,1.786,12.5,0,0
ELLIOT,191,5.2359999999999998,85.34,6.2830000000000004,3.141,0,0
ELLIOTT,201,0.995,82.587000000000003,12.438000000000001,3.4830000000000001,0.498,0
ELLIS,120,2.5,73.332999999999998,23.332999999999998,0.83299999999999996,0,0
ELLYN,49,0,93.878,0,6.1219999999999999,0,0
ELMA,62,33.871000000000002,33.871000000000002,12.903,19.355,0,0
ELMER,320,20.937000000000001,63.75,7.5,6.875,0.625,0.313
ELOISA,55,63.636000000000003,21.818000000000001,1.8180000000000001,12.727,0,0
ELOISE,86,13.952999999999999,63.953000000000003,18.605,2.3260000000000001,0,1.163
ELOY,84,88.094999999999999,7.1429999999999998,1.19,2.3809999999999998,1.19,0
ELPIDIO,35,48.570999999999998,22.856999999999999,0,28.571000000000002,0,0
ELSA,291,56.014000000000003,32.99,4.1239999999999997,6.5289999999999999,0.34399999999999997,0
ELSIE,221,10.86,66.968000000000004,14.026999999999999,6.7869999999999999,0.90500000000000003,0.45200000000000001
ELTON,77,0,71.429000000000002,24.675000000000001,2.597,1.2989999999999999,0
ELVA,133,71.429000000000002,27.068000000000001,0.752,0.752,0,0
ELVIA,138,89.13,7.2460000000000004,2.899,0.72499999999999998,0,0
ELVIN,83,30.12,49.398000000000003,13.253,7.2290000000000001,0,0
ELVIRA,239,50.209000000000003,30.962,3.766,14.644,0,0.41799999999999998
ELVIS,84,44.048000000000002,21.428999999999998,23.81,9.5239999999999991,0,1.19
ELWIN,16,0,100,0,0,0,0
ELWOOD,69,1.4490000000000001,84.058000000000007,14.493,0,0,0
ELYSE,107,1.869,93.457999999999998,1.869,1.869,0,0.93500000000000005
ELYSSA,19,0,100,0,0,0,0
ELZBIETA,62,3.226,95.161000000000001,1.613,0,0,0
EMAD,54,1.8520000000000001,77.778000000000006,1.8520000000000001,16.667000000000002,1.8520000000000001,0
EMANUEL,128,18.75,57.813000000000002,21.094000000000001,2.3439999999999999,0,0
EMERSON,52,9.6150000000000002,67.308000000000007,1.923,17.308,3.8460000000000001,0
EMERY,58,3.448,84.483000000000004,8.6210000000000004,1.724,1.724,0
EMIL,183,2.7320000000000002,93.442999999999998,1.093,2.1859999999999999,0.54600000000000004,0
EMILE,69,7.2460000000000004,73.912999999999997,18.841000000000001,0,0,0
EMILEE,33,0,96.97,0,3.03,0,0
EMILIA,128,46.875,46.094000000000001,0.78100000000000003,6.25,0,0
EMILIANO,48,72.917000000000002,12.5,0,14.583,0,0
EMILIE,98,1.02,92.856999999999999,1.02,5.1020000000000003,0,0
EMILIO,195,74.358999999999995,21.026,1.026,3.077,0,0.51300000000000001
EMILY,2809,1.673,92.025999999999996,1.7090000000000001,4.2009999999999996,0.14199999999999999,0.249
EMMA,532,24.436,54.511000000000003,14.098000000000001,6.2030000000000003,0.752,0
EMMANUEL,295,24.745999999999999,28.475000000000001,27.457999999999998,19.321999999999999,0,0
EMMETT,94,1.0640000000000001,78.722999999999999,18.085000000000001,1.0640000000000001,1.0640000000000001,0
EMORY,50,2,88,10,0,0,0
ENEDINA,27,100,0,0,0,0,0
ENID,49,12.244999999999999,73.468999999999994,14.286,0,0,0
ENRICO,59,15.254,69.492000000000004,3.39,11.864000000000001,0,0
ENRIQUE,658,89.361999999999995,6.383,0,4.2549999999999999,0,0
ENRIQUETA,35,77.143000000000001,14.286,0,8.5709999999999997,0,0
EPIFANIO,33,84.847999999999999,3.03,0,12.121,0,0
ERAN,20,0,100,0,0,0,0
ERASMO,41,90.244,9.7560000000000002,0,0,0,0
ERIC,10840,2.97,89.53,3.7269999999999999,3.496,0.129,0.14799999999999999
ERICA,1414,9.3350000000000009,80.057000000000002,8.6989999999999998,1.627,0.21199999999999999,7.0999999999999994E-2
ERICH,194,1.546,97.423000000000002,0.51500000000000001,0.51500000000000001,0,0
ERICK,320,30,61.875,4.0629999999999997,3.75,0.313,0
ERICKA,134,20.896000000000001,52.984999999999999,26.119,0,0,0
ERIK,1674,5.0179999999999998,92.533000000000001,1.3140000000000001,1.016,0.11899999999999999,0
ERIKA,948,18.46,73.522999999999996,6.2240000000000002,1.266,0.105,0.42199999999999999
ERIN,3413,0.93799999999999994,97.948999999999998,0.46899999999999997,0.439,0.11700000000000001,8.7999999999999995E-2
ERINN,37,0,91.891999999999996,5.4050000000000002,2.7029999999999998,0,0
ERLINDA,130,10,13.077,0,76.153999999999996,0,0.76900000000000002
ERMA,82,3.6589999999999998,62.195,30.488,3.6589999999999998,0,0
ERNEST,1390,9.2810000000000006,75.251999999999995,11.871,3.0939999999999999,0.28799999999999998,0.216
ERNESTINA,51,82.352999999999994,9.8040000000000003,5.8819999999999997,1.9610000000000001,0,0
ERNESTINE,112,11.606999999999999,44.643000000000001,41.070999999999998,1.786,0.89300000000000002,0
ERNESTO,574,77.7,7.6660000000000004,0.871,13.763,0,0
ERNIE,133,24.06,59.398000000000003,3.008,12.03,0.752,0.752
ERNST,36,0,66.667000000000002,33.332999999999998,0,0,0
ERROL,93,1.075,43.011000000000003,49.462000000000003,5.3760000000000003,1.075,0
ERVIN,97,7.2160000000000002,70.102999999999994,22.68,0,0,0
ERWIN,157,13.375999999999999,55.414000000000001,5.0960000000000001,25.478000000000002,0,0.63700000000000001
ERYN,32,0,96.875,3.125,0,0,0
ESMERALDA,134,82.835999999999999,9.7010000000000005,1.4930000000000001,5.97,0,0
ESPERANZA,209,84.210999999999999,8.1340000000000003,0.47799999999999998,7.1769999999999996,0,0
ESSIE,34,2.9409999999999998,14.706,79.412000000000006,2.9409999999999998,0,0
ESTEBAN,178,89.325999999999993,7.8650000000000002,0,2.8090000000000002,0,0
ESTELA,157,82.165999999999997,10.827999999999999,0.63700000000000001,5.7320000000000002,0,0.63700000000000001
ESTELLA,95,52.631999999999998,28.420999999999999,12.632,5.2629999999999999,0,1.0529999999999999
ESTELLE,82,4.8780000000000001,85.366,9.7560000000000002,0,0,0
ESTER,60,33.332999999999998,41.667000000000002,8.3330000000000002,16.667000000000002,0,0
ESTHER,878,25.513000000000002,52.960999999999999,10.364000000000001,10.364000000000001,0.56899999999999995,0.22800000000000001
ESTRELLA,52,32.692,13.462,0,53.845999999999997,0,0
ETHAN,257,1.556,94.162999999999997,0.38900000000000001,3.5019999999999998,0,0.38900000000000001
ETHEL,278,4.3170000000000002,60.790999999999997,28.777000000000001,5.0359999999999996,0.71899999999999997,0.36
ETTA,45,2.222,64.444000000000003,28.888999999999999,2.222,0,2.222
EUGENE,2189,2.7410000000000001,84.650999999999996,6.67,5.71,4.5999999999999999E-2,0.183
EUGENIA,226,18.584,70.796000000000006,6.1950000000000003,4.4249999999999998,0,0
EUGENIO,102,74.510000000000005,17.646999999999998,0,7.843,0,0
EULA,46,0,50,50,0,0,0
EULALIA,34,67.647000000000006,29.411999999999999,0,2.9409999999999998,0,0
EUN,134,0.746,2.2389999999999999,0,96.269000000000005,0,0.746
EUNICE,222,11.260999999999999,43.694000000000003,22.523,21.622,0.90100000000000002,0
EUSEBIO,59,83.051000000000002,6.78,3.39,6.78,0,0
EVA,898,20.824000000000002,67.594999999999999,5.234,5.9020000000000001,0.223,0.223
EVAN,651,1.69,94.930999999999997,1.2290000000000001,1.9970000000000001,0,0.154
EVANGELINA,100,83,14,0,3,0,0
EVANGELINE,139,12.95,41.726999999999997,7.9139999999999997,35.970999999999997,0.71899999999999997,0.71899999999999997
EVANGELOS,27,0,100,0,0,0,0
EVANS,30,3.3330000000000002,56.667000000000002,40,0,0,0
EVE,164,3.6589999999999998,92.072999999999993,0.61,3.6589999999999998,0,0
EVELIA,46,97.825999999999993,2.1739999999999999,0,0,0,0
EVELINA,34,32.353000000000002,61.765000000000001,0,5.8819999999999997,0,0
EVELYN,1379,13.706,66.497,11.313000000000001,7.8319999999999999,0.218,0.435
EVERARDO,58,96.552000000000007,3.448,0,0,0,0
EVERETT,296,0.67600000000000005,86.823999999999998,9.7970000000000006,2.3650000000000002,0,0.33800000000000002
EVETTE,32,18.75,43.75,37.5,0,0,0
EVONNE,49,0,79.591999999999999,18.367000000000001,2.0409999999999999,0,0
EWA,100,1,98,0,1,0,0
EYAL,21,0,100,0,0,0,0
EZEQUIEL,72,95.832999999999998,4.1669999999999998,0,0,0,0
EZRA,54,0,77.778000000000006,16.667000000000002,5.556,0,0
FABIAN,113,66.372,23.009,7.08,3.54,0,0
FABIO,56,32.143000000000001,66.070999999999998,1.786,0,0,0
FABIOLA,85,81.176000000000002,16.471,2.3530000000000002,0,0,0
FADI,45,0,88.888999999999996,0,11.111000000000001,0,0
FAE,15,0,100,0,0,0,0
FAISAL,47,2.1280000000000001,44.680999999999997,0,51.064,2.1280000000000001,0
FAITH,384,1.823,88.021000000000001,5.99,3.3849999999999998,0.52100000000000002,0.26
FAN,54,0,3.7040000000000002,0,96.296000000000006,0,0
FANG,56,0,0,0,100,0,0
FANNIE,60,1.667,25,66.667000000000002,6.6669999999999998,0,0
FANNY,70,41.429000000000002,21.428999999999998,0,37.143000000000001,0,0
FARAH,57,3.5089999999999999,57.895000000000003,10.526,28.07,0,0
FARHAD,64,0,76.563000000000002,0,23.437999999999999,0,0
FARIBORZ,17,0,100,0,0,0,0
FARID,56,1.786,73.213999999999999,1.786,21.428999999999998,1.786,0
FARIDA,33,3.03,39.393999999999998,3.03,51.515000000000001,3.03,0
FARRAH,45,2.222,68.888999999999996,15.555999999999999,13.333,0,0
FATIMA,142,21.126999999999999,48.591999999999999,7.0419999999999998,21.126999999999999,1.4079999999999999,0.70399999999999996
FAUSTINO,65,84.614999999999995,10.769,1.538,3.077,0,0
FAUSTO,62,83.870999999999995,16.129000000000001,0,0,0,0
FAWN,31,3.226,96.774000000000001,0,0,0,0
FAY,146,0,80.822000000000003,7.5339999999999998,10.959,0,0.68500000000000005
FAYE,329,0.91200000000000003,81.459000000000003,10.638,6.6870000000000003,0.30399999999999999,0
FE,56,23.213999999999999,12.5,0,64.286000000000001,0,0
FEDERICO,156,75,15.385,0.64100000000000001,8.3330000000000002,0,0.64100000000000001
FEI,46,0,2.1739999999999999,0,97.825999999999993,0,0
FELECIA,47,2.1280000000000001,31.914999999999999,65.956999999999994,0,0,0
FELICE,58,3.448,87.930999999999997,8.6210000000000004,0,0,0
FELICIA,448,7.5890000000000004,56.027000000000001,33.259,2.4550000000000001,0.44600000000000001,0.223
FELICIANO,48,62.5,20.832999999999998,0,16.667000000000002,0,0
FELICITAS,42,66.667000000000002,11.904999999999999,2.3809999999999998,19.047999999999998,0,0
FELIPE,413,90.557000000000002,3.6320000000000001,0.72599999999999998,4.5999999999999996,0.48399999999999999,0
FELIX,504,55.951999999999998,27.579000000000001,6.944,9.1270000000000007,0.39700000000000002,0
FEN,18,0,0,0,100,0,0
FENG,134,1.4930000000000001,0.746,0,97.760999999999996,0,0
FERDINAND,101,17.821999999999999,38.613999999999997,3.96,39.603999999999999,0,0
FERMIN,67,88.06,4.4779999999999998,0,7.4630000000000001,0,0
FERN,72,0,90.278000000000006,6.944,1.389,1.389,0
FERNANDA,47,25.532,70.212999999999994,4.2549999999999999,0,0,0
FERNANDO,983,78.637,14.852,0.61,5.7990000000000004,0.10199999999999999,0
FIDEL,177,90.394999999999996,4.5199999999999996,1.1299999999999999,3.39,0.56499999999999995,0
FIDENCIO,30,90,6.6669999999999998,0,3.3330000000000002,0,0
FILIBERTO,52,92.308000000000007,7.6920000000000002,0,0,0,0
FILOMENA,56,17.856999999999999,58.929000000000002,0,23.213999999999999,0,0
FIONA,107,0.93500000000000005,86.915999999999997,2.8039999999999998,9.3460000000000001,0,0
FLAVIA,33,33.332999999999998,54.545000000000002,6.0609999999999999,6.0609999999999999,0,0
FLAVIO,51,86.275000000000006,13.725,0,0,0,0
FLETCHER,30,0,80,20,0,0,0
FLOR,88,82.954999999999998,12.5,0,4.5449999999999999,0,0
FLORA,181,24.309000000000001,46.960999999999999,11.05,17.68,0,0
FLORENCE,505,1.98,75.248000000000005,13.861000000000001,8.5150000000000006,0.39600000000000002,0
FLORENCIO,53,71.697999999999993,9.4339999999999993,0,18.867999999999999,0,0
FLORENTINO,62,80.644999999999996,4.8390000000000004,0,14.516,0,0
FLORIAN,41,4.8780000000000001,92.683000000000007,0,2.4390000000000001,0,0
FLORIN,31,3.226,96.774000000000001,0,0,0,0
FLOYD,501,0.998,82.834000000000003,12.974,2.5950000000000002,0.2,0.39900000000000002
FONDA,35,0,88.570999999999998,11.429,0,0,0
FORD,16,0,100,0,0,0,0
FOREST,58,0,91.379000000000005,5.1719999999999997,3.448,0,0
FORREST,256,0.39100000000000001,95.313000000000002,3.125,1.1719999999999999,0,0
FRAN,90,0,96.667000000000002,1.111,1.111,0,1.111
FRANCES,2026,6.96,83.81,5.726,2.9620000000000002,0.247,0.29599999999999999
FRANCESCA,142,4.2249999999999996,92.254000000000005,2.8170000000000002,0.70399999999999996,0,0
FRANCESCO,121,2.4790000000000001,97.521000000000001,0,0,0,0
FRANCINE,409,2.9340000000000002,86.308000000000007,8.8019999999999996,1.222,0.24399999999999999,0.48899999999999999
FRANCIS,2114,2.2709999999999999,88.269000000000005,3.0750000000000002,6.1970000000000001,9.5000000000000001E-2,9.5000000000000001E-2
FRANCISCA,198,82.828000000000003,7.5759999999999996,4.04,5.556,0,0
FRANCISCO,1884,87.897999999999996,8.6519999999999992,0.159,3.2909999999999999,0,0
FRANCO,89,17.978000000000002,75.281000000000006,3.371,3.371,0,0
FRANCOIS,61,1.639,78.688999999999993,14.754,4.9180000000000001,0,0
FRANK,6611,7.0030000000000001,86.855000000000004,2.9039999999999999,2.859,0.28699999999999998,9.0999999999999998E-2
FRANKIE,179,10.615,67.597999999999999,15.641999999999999,5.5869999999999997,0.55900000000000005,0
FRANKLIN,723,8.99,74.826999999999998,9.1289999999999996,6.6390000000000002,0.13800000000000001,0.27700000000000002
FRANKLYN,35,17.143000000000001,68.570999999999998,11.429,2.8570000000000002,0,0
FRANZ,38,13.157999999999999,81.578999999999994,0,5.2629999999999999,0,0
FRED,1773,3.8919999999999999,87.873999999999995,4.7380000000000004,3.0459999999999998,0.16900000000000001,0.28199999999999997
FREDA,102,1.9610000000000001,81.373000000000005,14.706,1.9610000000000001,0,0
FREDDIE,214,12.617000000000001,44.393000000000001,36.448999999999998,5.6070000000000002,0,0.93500000000000005
FREDDY,123,62.601999999999997,26.829000000000001,6.5039999999999996,4.0650000000000004,0,0
FREDERIC,201,2.488,91.542000000000002,2.9849999999999999,2.9849999999999999,0,0
FREDERICK,2397,0.91800000000000004,89.486999999999995,6.6749999999999998,2.67,8.3000000000000004E-2,0.16700000000000001
FREDRIC,104,0,98.076999999999998,1.923,0,0,0
FREDRICK,281,1.0680000000000001,82.918000000000006,14.234999999999999,0.71199999999999997,1.0680000000000001,0
FREDY,59,84.745999999999995,8.4749999999999996,0,6.78,0,0
FRIEDA,49,2.0409999999999999,81.632999999999996,6.1219999999999999,10.204000000000001,0,0
FRIEDRICH,18,0,100,0,0,0,0
FRITZ,51,1.9610000000000001,76.471000000000004,17.646999999999998,3.9220000000000002,0,0
FU,33,3.03,0,0,96.97,0,0
GABINO,37,97.296999999999997,2.7029999999999998,0,0,0,0
GABRIEL,1051,49.286000000000001,45.956000000000003,2.1880000000000002,2.2839999999999998,0,0.28499999999999998
GABRIELA,294,62.585000000000001,36.395000000000003,0.34,0,0.34,0.34
GABRIELE,65,4.6150000000000002,95.385000000000005,0,0,0,0
GABRIELLA,71,12.676,85.915000000000006,0,0,0,1.4079999999999999
GABRIELLE,199,2.5129999999999999,89.95,5.5279999999999996,0.503,0.503,1.0049999999999999
GAETANO,63,0,98.412999999999997,0,1.587,0,0
GAIL,2620,0.57299999999999995,93.472999999999999,4.16,1.641,0,0.153
GALE,325,1.2310000000000001,89.537999999999997,6.4619999999999997,2.4620000000000002,0.308,0
GALEN,145,1.379,93.793000000000006,1.379,3.448,0,0
GALINA,131,0,98.472999999999999,0,1.5269999999999999,0,0
GANESH,65,1.538,20,0,78.462000000000003,0,0
GANG,76,0,1.3160000000000001,0,98.683999999999997,0,0
GAREN,18,0,100,0,0,0,0
GARETH,49,2.0409999999999999,87.754999999999995,2.0409999999999999,6.1219999999999999,0,2.0409999999999999
GARLAND,97,1.0309999999999999,83.504999999999995,15.464,0,0,0
GARNET,35,2.8570000000000002,80,17.143000000000001,0,0,0
GARRET,72,0,88.888999999999996,1.389,9.7219999999999995,0,0
GARRETT,476,1.2609999999999999,92.436999999999998,2.3109999999999999,3.782,0.21,0
GARRICK,39,0,79.486999999999995,7.6920000000000002,10.256,2.5640000000000001,0
GARRISON,20,0,100,0,0,0,0
GARRY,425,0.94099999999999995,92.471000000000004,4,2.5880000000000001,0,0
GARTH,152,0,90.789000000000001,7.2370000000000001,1.3160000000000001,0,0.65800000000000003
GARY,12141,0.79900000000000004,95.396000000000001,1.68,1.903,9.0999999999999998E-2,0.13200000000000001
GASPAR,31,77.418999999999997,16.129000000000001,0,6.452,0,0
GAURAV,49,0,18.367000000000001,0,79.591999999999999,2.0409999999999999,0
GAUTAM,38,5.2629999999999999,15.789,0,76.316000000000003,2.6320000000000001,0
GAVIN,204,1.9610000000000001,90.686000000000007,1.9610000000000001,4.9020000000000001,0.49,0
GAY,166,0,94.578000000000003,2.41,2.41,0,0.60199999999999998
GAYE,74,2.7029999999999998,94.594999999999999,2.7029999999999998,0,0,0
GAYLA,118,1.6950000000000001,94.067999999999998,3.39,0,0.84699999999999998,0
GAYLE,916,1.0920000000000001,94.76,2.62,1.31,0,0.218
GAYLEN,21,0,100,0,0,0,0
GAYLENE,41,0,100,0,0,0,0
GAYLORD,39,0,94.872,2.5640000000000001,0,0,2.5640000000000001
GE,19,0,0,0,100,0,0
GEETA,65,0,29.231000000000002,1.538,67.691999999999993,0,1.538
GEETHA,37,0,16.216000000000001,2.7029999999999998,81.081000000000003,0,0
GEMMA,57,8.7720000000000002,54.386000000000003,1.754,35.088000000000001,0,0
GENA,127,3.15,90.551000000000002,3.9369999999999998,2.3620000000000001,0,0
GENARO,86,90.697999999999993,3.488,0,5.8140000000000001,0,0
GENE,868,1.2669999999999999,89.861999999999995,4.3780000000000001,4.1470000000000002,0.115,0.23
GENEVA,140,2.8570000000000002,67.143000000000001,27.143000000000001,1.429,0.71399999999999997,0.71399999999999997
GENEVIEVE,301,8.3059999999999992,81.727999999999994,3.6539999999999999,5.3159999999999998,0.997,0
GENNADY,31,0,100,0,0,0,0
GENNARO,44,2.2730000000000001,97.727000000000004,0,0,0,0
GENOVEVA,51,72.549000000000007,15.686,0,11.765000000000001,0,0
GEOFF,90,1.111,97.778000000000006,0,1.111,0,0
GEOFFREY,1066,0.93799999999999994,95.778999999999996,0.84399999999999997,2.3450000000000002,0,9.4E-2
GEORG,19,0,100,0,0,0,0
GEORGE,9261,4.7080000000000002,86.944999999999993,4.891,3.0880000000000001,0.19400000000000001,0.17299999999999999
GEORGENE,37,2.7029999999999998,94.594999999999999,2.7029999999999998,0,0,0
GEORGETTE,95,2.105,82.105000000000004,13.683999999999999,2.105,0,0
GEORGI,18,0,100,0,0,0,0
GEORGIA,563,3.1970000000000001,86.322999999999993,9.2360000000000007,0.88800000000000001,0.35499999999999998,0
GEORGIANA,41,4.8780000000000001,87.805000000000007,4.8780000000000001,2.4390000000000001,0,0
GEORGIANNA,37,5.4050000000000002,89.188999999999993,0,0,2.7029999999999998,2.7029999999999998
GEORGINA,178,41.573,48.875999999999998,6.742,2.2469999999999999,0.56200000000000006,0
GERALD,4331,1.2470000000000001,93.373000000000005,3.6709999999999998,1.4079999999999999,0.16200000000000001,0.13900000000000001
GERALDINE,973,5.6529999999999996,78.108999999999995,12.847,3.1859999999999999,0.10299999999999999,0.10299999999999999
GERALYN,82,1.22,93.902000000000001,1.22,0,0,3.6589999999999998
GERARD,852,2.347,91.314999999999998,3.7559999999999998,2.23,0,0.35199999999999998
GERARDO,603,86.234999999999999,8.4580000000000002,0,5.3070000000000004,0,0
GERD,19,0,100,0,0,0,0
GERHARD,72,1.389,98.611000000000004,0,0,0,0
GERI,137,0.73,97.08,2.19,0,0,0
GERMAINE,52,7.6920000000000002,75,15.385,1.923,0,0
GERMAN,154,81.817999999999998,15.584,0.64900000000000002,1.948,0,0
GERONIMO,45,75.555999999999997,6.6669999999999998,0,15.555999999999999,2.222,0
GERRI,66,1.5149999999999999,95.454999999999998,3.03,0,0,0
GERRIE,15,0,100,0,0,0,0
GERRY,191,4.7119999999999997,85.864000000000004,5.2359999999999998,4.1879999999999997,0,0
GERTRUDE,168,2.3809999999999998,72.619,22.619,1.786,0,0.59499999999999997
GHASSAN,48,0,89.582999999999998,0,10.417,0,0
GHEORGHE,36,0,100,0,0,0,0
GIA,43,4.6509999999999998,69.766999999999996,11.628,13.952999999999999,0,0
GIANCARLO,31,22.581,77.418999999999997,0,0,0,0
GIANG,41,0,0,0,100,0,0
GIAO,17,0,0,0,100,0,0
GIDEON,42,2.3809999999999998,83.332999999999998,4.7619999999999996,9.5239999999999991,0,0
GIGI,55,7.2729999999999997,74.545000000000002,3.6360000000000001,14.545,0,0
GIL,113,23.893999999999998,53.981999999999999,0,22.123999999999999,0,0
GILBERT,777,32.947000000000003,56.756999999999998,4.633,5.1479999999999997,0.38600000000000001,0.129
GILBERTO,295,91.864000000000004,7.4580000000000002,0.33900000000000002,0.33900000000000002,0,0
GILDA,101,31.683,52.475000000000001,10.891,4.95,0,0
GILDARDO,34,91.176000000000002,8.8239999999999998,0,0,0,0
GILES,41,2.4390000000000001,95.122,0,2.4390000000000001,0,0
GILLES,26,0,100,0,0,0,0
GILLIAN,151,1.325,88.742000000000004,7.9470000000000001,1.9870000000000001,0,0
GINA,2124,3.8140000000000001,90.301000000000002,2.5419999999999998,3.202,9.4E-2,4.7E-2
GINETTE,31,0,64.516000000000005,32.258000000000003,3.226,0,0
GINGER,478,0.628,94.77,2.0920000000000001,1.6739999999999999,0.628,0.20899999999999999
GINNY,52,1.923,96.153999999999996,0,0,0,1.923
GINO,108,8.3330000000000002,87.037000000000006,0,4.63,0,0
GIOVANNA,61,14.754,80.328000000000003,1.639,1.639,1.639,0
GIOVANNI,183,22.404,69.399000000000001,2.7320000000000002,4.9180000000000001,0.54600000000000004,0
GIRISH,50,0,8,0,90,2,0
GISELA,80,35,63.75,0,1.25,0,0
GISELE,46,8.6959999999999997,71.739000000000004,17.390999999999998,2.1739999999999999,0,0
